,alpha_3,year,Value_PM,Value_MR,Value_CO2,Value_NOx,Value_SOx
47,CAN,2019,7.090260000000001,100.68299999999999,15.2,,
48,CZE,2000,21.63619,838.54,11.8,27.246,22.644000000000002
49,CZE,2005,21.15796,767.118,11.6,26.496,20.317
50,CZE,2010,20.61879,700.722,10.7,21.772,15.548
51,CZE,2011,20.92894,693.08,10.4,20.523000000000003,15.857000000000001
52,CZE,2012,19.19432,673.0939999999999,10.1,19.358,15.135
53,CZE,2013,18.86504,649.41,9.6,17.941,13.716
54,CZE,2014,18.3344,612.9780000000001,9.3,17.507,12.694
55,CZE,2015,17.80795,603.457,9.4,16.898,12.199000000000002
56,CZE,2016,16.88553,581.064,9.6,16.092,10.838
57,CZE,2017,16.919179999999997,573.418,9.6,15.74,10.329
58,CZE,2018,17.16555,585.813,9.5,15.093,9.048
59,CZE,2019,16.96525,585.256,9.0,,
60,DNK,2000,14.55761,477.12300000000005,9.5,42.137,6.071000000000001
61,DNK,2005,13.08338,380.911,9.0,37.65,4.835
62,DNK,2010,13.350760000000001,351.74,8.5,26.761,2.713
63,DNK,2011,13.617360000000001,328.031,7.6,24.945,2.467
64,DNK,2012,10.86565,296.584,6.6,22.884,2.199
65,DNK,2013,10.48783,263.837,6.9,21.929000000000002,2.209
66,DNK,2014,11.0559,235.32299999999998,6.2,20.177,1.834
67,DNK,2015,10.184560000000001,224.227,5.7,19.817,1.679
68,DNK,2016,9.30205,229.764,6.0,19.746,1.754
69,DNK,2017,10.28813,235.138,5.5,19.164,1.784
70,DNK,2018,9.872760000000001,233.673,5.5,18.183,1.874
71,DNK,2019,9.784930000000001,224.93099999999998,4.9,,
72,FIN,2000,7.64582,169.56900000000002,10.5,45.24,15.613
73,FIN,2005,7.20585,135.089,10.5,38.001,13.139000000000001
74,FIN,2010,7.35265,130.486,11.6,33.445,12.511
75,FIN,2011,7.16954,123.06200000000001,10.1,30.371,11.207
76,FIN,2012,6.48428,109.986,9.0,28.566999999999997,9.41
77,FIN,2013,6.09858,94.025,9.1,27.755,8.884
78,FIN,2014,6.490069999999999,78.602,8.4,26.211,7.909
79,FIN,2015,5.719180000000001,67.303,7.7,24.114,7.631
80,FIN,2016,5.679930000000001,60.025,8.2,23.214000000000002,7.235
81,FIN,2017,5.3344,56.835,7.7,22.503,6.44
82,FIN,2018,5.67502,60.246,7.9,21.694000000000003,6.047000000000001
83,FIN,2019,5.6382900000000005,69.65,7.5,,
84,FRA,2000,15.939039999999999,326.014,6.0,27.627,10.624
85,FRA,2005,14.76798,278.893,5.9,23.212,7.499
86,FRA,2010,14.86064,275.995,5.2,17.023,4.38
87,FRA,2011,14.780439999999999,269.655,5.0,15.957,3.716
88,FRA,2012,13.52899,259.768,5.0,15.46,3.57
89,FRA,2013,13.448070000000001,242.99900000000002,5.0,15.144,3.303
90,FRA,2014,11.50913,224.136,4.5,13.92,2.59
91,FRA,2015,12.231539999999999,216.93,4.6,13.457,2.47
92,FRA,2016,11.439160000000001,201.588,4.6,12.748,2.174
93,FRA,2017,11.38728,197.825,4.6,12.36,2.1590000000000003
94,FRA,2018,11.492289999999999,200.002,4.5,11.492,2.097
95,FRA,2019,11.36678,203.43400000000003,4.3,,
96,DEU,2000,16.60591,504.87,10.0,23.49,7.99
97,DEU,2005,15.240120000000001,421.92900000000003,9.7,20.105,5.848
98,DEU,2010,16.25385,446.82800000000003,9.5,18.222,5.012
99,DEU,2011,15.74135,432.397,9.1,17.991,4.812
100,DEU,2012,13.95161,412.47900000000004,9.3,17.762,4.5889999999999995
101,DEU,2013,13.715879999999999,390.57300000000004,9.5,17.718,4.434
102,DEU,2014,12.37438,359.64300000000003,8.9,17.099,4.163
103,DEU,2015,12.85765,348.94,8.9,16.678,4.105
104,DEU,2016,11.89868,330.94800000000004,8.9,16.219,3.786
105,DEU,2017,12.00724,319.86,8.7,15.532,3.647
106,DEU,2018,12.04758,320.436,8.4,14.407,3.4730000000000003
107,DEU,2019,11.92769,324.28700000000003,7.9,,
108,GRC,2000,20.778660000000002,686.449,8.1,38.36,47.98
109,GRC,2005,19.23783,619.248,8.7,42.512,48.961000000000006
110,GRC,2010,19.15183,637.556,7.5,32.876999999999995,18.84
111,GRC,2011,19.81029,642.986,7.4,29.563000000000002,13.517999999999999
112,GRC,2012,17.43828,636.533,7.0,25.934,11.139000000000001
113,GRC,2013,16.76962,598.956,6.3,24.908,9.857999999999999
114,GRC,2014,15.798729999999999,567.6619999999999,6.0,24.596999999999998,8.347999999999999
115,GRC,2015,16.15492,552.716,6.0,24.094,7.865
116,GRC,2016,14.539570000000001,525.109,5.9,24.124000000000002,5.7170000000000005
117,GRC,2017,14.51079,514.0840000000001,5.9,24.726,6.557
118,GRC,2018,14.58649,533.198,5.7,24.147,6.135
119,GRC,2019,14.3205,545.872,5.3,,
120,HUN,2000,21.50019,926.7410000000001,5.2,18.241,41.803999999999995
121,HUN,2005,20.40456,901.11,5.4,17.553,4.261
122,HUN,2010,20.21153,858.211,4.7,14.679,3.07
123,HUN,2011,20.937279999999998,843.125,4.6,13.764000000000001,3.467
124,HUN,2012,18.5864,822.0160000000001,4.3,12.992,3.097
125,HUN,2013,17.640810000000002,781.4839999999999,4.1,12.790999999999999,2.989
126,HUN,2014,17.67609,764.1419999999999,4.1,12.649000000000001,2.656
127,HUN,2015,17.68824,765.65,4.3,12.89,2.487
128,HUN,2016,15.854579999999999,722.4,4.5,12.202,2.374
129,HUN,2017,16.69836,723.0060000000001,4.7,12.344000000000001,2.861
130,HUN,2018,16.74279,732.865,4.7,12.307,2.364
131,HUN,2019,16.59597,716.6489999999999,4.7,,
132,ISL,2000,7.71057,89.514,7.7,116.228,138.245
133,ISL,2005,7.474889999999999,76.306,7.6,95.428,144.109
134,ISL,2010,7.342960000000001,66.837,6.1,81.85300000000001,255.24900000000002
135,ISL,2011,7.56968,64.08,5.9,73.533,260.069
136,ISL,2012,6.90333,60.213,5.8,72.303,267.342
137,ISL,2013,6.79215,54.815,6.3,69.315,220.09400000000002
138,ISL,2014,6.62412,48.681999999999995,6.3,68.337,198.96
139,ISL,2015,6.5041400000000005,46.461000000000006,6.2,69.683,183.305
140,ISL,2016,6.09614,45.088,6.2,62.94,155.226
141,ISL,2017,6.37648,44.9,6.3,63.486999999999995,148.47299999999998
142,ISL,2018,6.36308,45.28,6.2,65.047,162.472
143,ISL,2019,6.37407,45.836999999999996,5.2,,
144,IRL,2000,11.01114,291.70599999999996,10.8,46.428999999999995,38.122
145,IRL,2005,10.45882,204.017,10.7,40.938,17.641
146,IRL,2010,9.881039999999999,154.83700000000002,8.7,25.647,5.835
147,IRL,2011,10.055760000000001,153.313,7.7,22.791999999999998,5.45
148,IRL,2012,9.144680000000001,146.641,7.8,23.261999999999997,5.096
149,IRL,2013,8.78012,138.06,7.5,23.615,5.111000000000001
150,IRL,2014,8.512830000000001,128.032,7.3,23.433000000000003,3.6639999999999997
151,IRL,2015,8.37593,120.322,7.5,23.819000000000003,3.241
152,IRL,2016,7.83292,108.34899999999999,7.8,23.714000000000002,2.9189999999999996
153,IRL,2017,7.656969999999999,101.881,7.4,22.895,2.8310000000000004
154,IRL,2018,7.9103699999999995,103.805,7.3,22.52,2.525
155,IRL,2019,7.847510000000001,109.708,6.8,,
156,ITA,2000,23.86368,626.677,7.4,26.662,13.339
157,ITA,2005,21.21262,532.004,7.8,22.243000000000002,7.028
158,ITA,2010,20.08757,491.43699999999995,6.6,16.023,3.6830000000000003
159,ITA,2011,21.194960000000002,486.394,6.4,15.210999999999999,3.293
160,ITA,2012,18.63516,477.564,6.1,14.342,2.972
161,ITA,2013,17.91081,458.475,5.6,13.147,2.436
162,ITA,2014,16.90861,442.55699999999996,5.3,12.762,2.178
163,ITA,2015,17.81045,441.97,5.4,12.14,2.055
164,ITA,2016,15.5574,406.585,5.4,11.79,1.9280000000000002
165,ITA,2017,15.874920000000001,391.07800000000003,5.3,11.122,1.902
166,ITA,2018,16.03252,399.27,5.2,11.083,1.821
167,ITA,2019,15.84764,407.80699999999996,5.0,,
168,JPN,2000,12.98422,240.422,9.1,16.0,8.868
169,JPN,2005,12.21972,235.452,9.2,15.222999999999999,7.876
170,JPN,2010,11.7169,231.312,8.8,12.152999999999999,6.007000000000001
171,JPN,2011,12.88466,241.74599999999998,9.3,11.665,5.665
172,JPN,2012,13.3169,254.30599999999998,9.6,11.312999999999999,5.638999999999999
173,JPN,2013,13.575220000000002,268.981,9.7,10.865,5.5760000000000005
174,JPN,2014,13.92358,280.786,9.4,10.448,5.5120000000000005
175,JPN,2015,13.600570000000001,288.502,9.1,10.175,5.483
176,JPN,2016,13.543989999999999,294.61,9.0,11.128,5.486000000000001
177,JPN,2017,13.76077,297.506,8.9,10.634,5.452999999999999
178,JPN,2018,13.65838,306.401,8.5,10.350999999999999,5.462999999999999
179,JPN,2019,13.64744,313.08,8.5,,
180,KOR,2000,24.25141,354.658,9.2,23.699,10.357999999999999
181,KOR,2005,23.5744,328.309,9.5,26.831999999999997,8.387
182,KOR,2010,22.90255,308.663,11.1,21.416,8.109
183,KOR,2011,25.516070000000003,315.264,11.5,20.89,8.716000000000001
184,KOR,2012,25.8422,330.184,11.5,21.475,8.343
185,KOR,2013,27.5698,342.12,11.4,21.659000000000002,8.038
186,KOR,2014,28.2092,352.346,11.1,22.439,6.781000000000001
187,KOR,2015,27.00426,361.586,11.4,22.723000000000003,6.93
188,KOR,2016,27.827759999999998,366.602,11.5,24.428,7.039
189,KOR,2017,26.90111,384.056,11.7,23.229,6.1739999999999995
190,KOR,2018,27.44769,401.36199999999997,11.7,,
191,KOR,2019,27.447490000000002,426.671,11.3,,
192,LUX,2000,13.1477,327.388,18.5,92.16799999999999,7.504
193,LUX,2005,12.5606,278.077,24.7,122.275,5.281000000000001
194,LUX,2010,13.2019,251.405,21.0,76.926,3.3139999999999996
195,LUX,2011,12.8616,239.144,20.3,76.59899999999999,2.436
196,LUX,2012,11.5151,221.68400000000003,19.4,70.02199999999999,2.772
197,LUX,2013,11.9205,201.593,17.9,62.24100000000001,2.802
198,LUX,2014,10.1599,180.378,16.6,57.028,2.782
199,LUX,2015,10.6276,162.513,15.5,49.605,2.359
200,LUX,2016,9.9328,145.716,14.6,43.821000000000005,1.703
201,LUX,2017,9.85495,140.865,14.5,37.739000000000004,1.689
202,LUX,2018,10.1541,142.335,14.7,33.865,1.5919999999999999
203,LUX,2019,10.0889,147.914,14.8,,
204,MEX,2000,30.247729999999997,254.628,3.6,,
205,MEX,2005,23.1219,227.988,3.9,26.267,29.259
206,MEX,2010,21.483610000000002,235.489,3.9,,
207,MEX,2011,24.590220000000002,236.368,4.0,,
208,MEX,2012,22.70436,243.679,3.9,,
209,MEX,2013,23.50785,260.931,3.8,,
210,MEX,2014,21.96107,269.987,3.6,,
211,MEX,2015,22.04218,273.001,3.7,,
212,MEX,2016,21.21349,272.513,3.7,15.462,11.035
213,MEX,2017,20.365479999999998,276.518,3.6,,
214,MEX,2018,20.3613,278.039,3.6,,
215,MEX,2019,20.10763,286.879,3.6,,
216,NLD,2000,16.79264,470.714,10.1,27.964000000000002,4.797
217,NLD,2005,15.300289999999999,374.05400000000003,10.3,23.808000000000003,4.018
218,NLD,2010,15.70982,343.414,10.3,19.458,2.099
219,NLD,2011,15.51002,331.207,9.5,18.403,2.033
220,NLD,2012,13.81851,314.637,9.4,17.305999999999997,2.029
221,NLD,2013,12.73403,291.117,9.3,16.725,1.777
222,NLD,2014,12.19208,268.629,8.9,15.444,1.7590000000000001
223,NLD,2015,12.65138,263.406,9.3,15.315999999999999,1.791
224,NLD,2016,11.52338,264.047,9.3,14.472999999999999,1.609
225,NLD,2017,12.42328,266.8,9.1,13.74,1.5219999999999998
226,NLD,2018,12.07335,267.694,8.8,13.241,1.4269999999999998
227,NLD,2019,12.03303,267.263,8.2,,
228,NZL,2000,6.75737,100.785,7.5,37.566,18.298
229,NZL,2005,6.3538,75.882,8.1,40.105,22.592
230,NZL,2010,6.2937199999999995,67.31,6.9,35.646,16.819000000000003
231,NZL,2011,6.10495,66.175,6.7,35.167,16.764
232,NZL,2012,6.2283800000000005,63.622,7.1,36.61,17.595
233,NZL,2013,6.25727,60.402,7.0,36.198,16.715
234,NZL,2014,6.04863,59.305,6.9,35.949,16.111
235,NZL,2015,6.0042,57.736000000000004,6.8,35.9,16.418
236,NZL,2016,6.07848,57.335,6.5,34.279,14.885
237,NZL,2017,5.98442,57.786,6.7,36.32,15.667
238,NZL,2018,6.0351099999999995,61.129,6.5,35.492,15.043
239,NZL,2019,6.050269999999999,63.303999999999995,6.5,,
240,NOR,2000,10.13793,257.442,7.1,49.57899999999999,6.027
241,NOR,2005,8.22931,153.24,7.5,46.672,5.0280000000000005
242,NOR,2010,8.17431,130.894,8.2,41.917,3.865
243,NOR,2011,9.14048,126.103,7.7,41.647,3.7960000000000003
244,NOR,2012,7.619960000000001,116.059,7.4,40.31,3.4160000000000004
245,NOR,2013,7.344930000000001,105.23200000000001,7.3,38.371,3.4410000000000003
246,NOR,2014,7.496810000000001,93.01299999999999,7.2,36.591,3.39
247,NOR,2015,7.06615,84.774,7.2,34.168,3.2739999999999996
248,NOR,2016,6.63938,77.882,7.0,32.209,3.0239999999999996
249,NOR,2017,6.6895,71.837,6.7,30.518,2.8989999999999996
250,NOR,2018,6.72623,72.02,6.8,30.628,3.051
251,NOR,2019,6.66793,73.109,4.9,,
252,POL,2000,27.9787,835.6619999999999,7.6,22.244,34.783
253,POL,2005,26.99778,791.27,7.8,22.611,29.511
254,POL,2010,27.36475,799.898,8.0,22.976,21.305999999999997
255,POL,2011,27.158009999999997,785.52,7.9,22.596999999999998,20.142
256,POL,2012,24.68245,772.0889999999999,7.7,21.713,19.329
257,POL,2013,23.7758,738.648,7.6,20.635,18.408
258,POL,2014,24.01657,698.245,7.3,19.375,17.32
259,POL,2015,22.86504,704.905,7.4,18.99,16.796
260,POL,2016,21.91566,700.8839999999999,7.6,19.378,14.024000000000001
261,POL,2017,22.88956,712.4060000000001,8.0,20.511999999999997,13.845
262,POL,2018,22.864639999999998,725.2139999999999,8.0,20.052,13.234000000000002
263,POL,2019,22.765629999999998,732.817,7.6,,
264,PRT,2000,11.58061,380.582,5.6,27.381999999999998,28.509
265,PRT,2005,10.77781,312.60400000000004,5.8,25.518,17.995
266,PRT,2010,9.77271,251.168,4.5,18.146,5.956
267,PRT,2011,10.45012,241.47400000000002,4.5,16.7,5.4110000000000005
268,PRT,2012,9.1396,234.283,4.3,15.562000000000001,4.987
269,PRT,2013,8.82785,225.713,4.2,15.324000000000002,4.604
270,PRT,2014,8.65788,217.11700000000002,4.1,15.109000000000002,4.186
271,PRT,2015,8.80415,210.639,4.5,15.54,4.419
272,PRT,2016,7.827939999999999,206.84799999999998,4.5,14.975999999999999,4.428999999999999
273,PRT,2017,8.39613,204.468,4.9,15.349,4.596
274,PRT,2018,8.21557,203.101,4.6,14.901,4.417
275,PRT,2019,8.1761,203.87599999999998,4.3,,
276,SVK,2000,22.93668,839.539,6.8,20.03,21.611
277,SVK,2005,22.39348,835.821,6.9,19.312,15.927
278,SVK,2010,21.66154,751.197,6.4,15.886,12.520999999999999
279,SVK,2011,22.80494,733.3530000000001,6.1,14.454,12.382
280,SVK,2012,20.518639999999998,696.946,5.8,14.030999999999999,10.515
281,SVK,2013,19.81298,664.939,5.9,13.615,9.531
282,SVK,2014,19.486639999999998,638.868,5.4,13.741,8.181000000000001
283,SVK,2015,19.28388,646.356,5.4,13.36,12.270999999999999
284,SVK,2016,18.03023,613.41,5.6,12.477,4.82
285,SVK,2017,18.41026,614.312,5.9,12.263,5.111000000000001
286,SVK,2018,18.65878,622.471,5.8,12.128,3.7060000000000004
287,SVK,2019,18.526320000000002,636.494,5.3,,
288,ESP,2000,14.03851,338.70099999999996,6.9,33.589,34.049
289,ESP,2005,12.66811,281.527,7.6,30.98,27.398000000000003
290,ESP,2010,11.79547,224.46400000000003,5.6,19.967,5.211
291,ESP,2011,12.74152,221.207,5.7,19.666,5.962000000000001
292,ESP,2012,11.46312,218.03599999999997,5.6,18.579,6.04
293,ESP,2013,10.62795,209.614,5.0,16.762,4.707
294,ESP,2014,10.09,205.678,5.0,16.826,5.171
295,ESP,2015,10.81943,205.207,5.3,17.004,5.5489999999999995
296,ESP,2016,9.82015,191.332,5.1,16.047,4.626
297,ESP,2017,10.02245,184.699,5.5,15.892999999999999,4.637
298,ESP,2018,10.03337,187.297,5.3,15.004000000000001,4.215
299,ESP,2019,9.99323,189.99,4.9,,
300,SWE,2000,8.56375,215.011,5.9,24.072,5.095
301,SWE,2005,7.39389,147.063,5.4,20.143,4.072
302,SWE,2010,7.5583800000000005,134.559,5.0,16.584,3.062
303,SWE,2011,7.61538,126.772,4.6,15.639000000000001,2.758
304,SWE,2012,6.285480000000001,111.619,4.3,14.895,2.676
305,SWE,2013,6.28063,94.086,4.1,14.502,2.431
306,SWE,2014,6.55795,78.89699999999999,3.9,14.249,2.133
307,SWE,2015,5.965409999999999,70.99600000000001,3.8,13.717,1.808
308,SWE,2016,5.53104,68.048,3.8,13.366,1.87
309,SWE,2017,5.78105,66.438,3.7,12.92,1.778
310,SWE,2018,5.76737,65.766,3.4,12.64,1.7309999999999999
311,SWE,2019,5.72135,64.641,3.2,,
312,CHE,2000,15.07285,365.139,5.8,14.216,2.286
313,CHE,2005,13.23875,278.172,5.9,12.585999999999999,1.882
314,CHE,2010,13.32802,249.178,5.5,10.800999999999998,1.329
315,CHE,2011,13.988610000000001,239.65900000000002,5.0,10.147,1.057
316,CHE,2012,12.88156,232.62900000000002,5.1,10.083,1.077
317,CHE,2013,12.639560000000001,222.416,5.1,9.961,0.985
318,CHE,2014,10.74821,208.535,4.6,9.378,0.888
319,CHE,2015,11.73932,197.046,4.5,8.746,0.682
320,CHE,2016,10.73317,171.53799999999998,4.5,8.436,0.623
321,CHE,2017,9.98649,155.245,4.4,7.939,0.594
322,CHE,2018,10.29074,157.08100000000002,4.2,7.541,0.585
323,CHE,2019,10.04367,160.047,4.2,,
324,GBR,2000,14.76416,498.17199999999997,8.8,34.637,21.83
325,GBR,2005,13.24027,371.00699999999995,8.8,29.31,12.817
326,GBR,2010,12.387830000000001,289.42400000000004,7.6,19.525,7.091
327,GBR,2011,12.95079,274.389,6.9,17.939,6.4910000000000005
328,GBR,2012,11.38851,259.569,7.2,18.195,7.124
329,GBR,2013,11.36731,243.75900000000001,7.0,17.143,6.102
330,GBR,2014,10.827810000000001,226.209,6.3,15.927999999999999,4.917
331,GBR,2015,10.32277,218.808,6.1,15.28,3.7939999999999996
332,GBR,2016,10.15293,213.988,5.7,13.823,2.697
333,GBR,2017,10.28748,212.957,5.5,13.254000000000001,2.6039999999999996
334,GBR,2018,10.10409,216.576,5.3,12.47,2.367
335,GBR,2019,10.02183,214.122,5.1,,
336,USA,2000,11.95909,319.447,20.3,71.194,51.886
337,USA,2005,10.94197,262.862,19.3,61.73,44.147
338,USA,2010,9.23072,188.705,17.3,42.946000000000005,22.309
339,USA,2011,9.27236,181.52700000000002,16.4,41.408,18.439
340,USA,2012,8.8823,173.96,15.6,39.27,14.289000000000001
341,USA,2013,8.654910000000001,167.357,15.9,37.173,13.600999999999999
342,USA,2014,8.44529,160.885,15.8,35.274,13.014000000000001
343,USA,2015,8.17797,155.408,15.4,32.944,10.879000000000001
344,USA,2016,7.39055,146.827,15.0,31.230999999999998,8.742
345,USA,2017,7.757630000000001,140.084,14.6,29.555999999999997,6.697
346,USA,2018,7.7876199999999995,142.616,15.0,,6.414
347,USA,2019,7.67611,145.26,14.5,,
348,AFG,2000,52.233999999999995,170.446,,,
349,AFG,2005,46.60351,145.51,,,
350,AFG,2010,52.49585,168.657,,,
351,AFG,2011,57.09972,179.324,,,
352,AFG,2012,55.46611,194.94400000000002,,,
353,AFG,2013,59.622769999999996,211.61,,,
354,AFG,2014,62.72192,221.84900000000002,,,
355,AFG,2015,61.41157,223.02599999999998,,,
356,AFG,2016,57.96634,219.574,,,
357,AFG,2017,54.031169999999996,216.683,,,
358,AFG,2018,53.43221,219.03599999999997,,,
359,AFG,2019,52.99811999999999,228.234,,,
360,ALB,2000,24.17578,318.64799999999997,1.0,,
361,ALB,2005,21.9854,380.85400000000004,1.3,,
362,ALB,2010,21.55726,428.051,1.3,,
363,ALB,2011,23.31385,444.954,1.4,,
364,ALB,2012,21.45644,454.462,1.2,,
365,ALB,2013,19.93915,465.0,1.3,,
366,ALB,2014,19.81741,481.224,1.4,,
367,ALB,2015,19.42523,498.17800000000005,1.3,,
368,ALB,2016,17.69079,506.655,1.3,,
369,ALB,2017,18.8694,515.221,1.5,,
370,ALB,2018,18.659979999999997,523.653,1.5,,
371,ALB,2019,18.45981,532.035,,,
372,DZA,2000,35.61068,497.668,2.0,,
373,DZA,2005,34.117670000000004,479.843,2.3,,
374,DZA,2010,32.13971,462.1,2.7,,
375,DZA,2011,31.689259999999997,465.543,2.8,,
376,DZA,2012,32.69955,471.39300000000003,3.0,,
377,DZA,2013,30.5132,478.55199999999996,3.0,,
378,DZA,2014,32.00987,488.045,3.2,,
379,DZA,2015,33.601,494.707,3.3,,
380,DZA,2016,32.90051,490.895,3.2,,
381,DZA,2017,32.665079999999996,489.656,3.2,,
382,DZA,2018,32.761340000000004,495.663,3.3,,
383,DZA,2019,32.91557,502.327,,,
384,AGO,2000,28.147779999999997,124.266,0.3,,
385,AGO,2005,28.515109999999996,123.325,0.3,,
386,AGO,2010,28.96085,131.872,0.6,,
387,AGO,2011,29.054009999999998,135.499,0.7,,
388,AGO,2012,29.2792,141.666,0.7,,
389,AGO,2013,29.51322,147.19,0.7,,
390,AGO,2014,28.475440000000003,150.738,0.8,,
391,AGO,2015,29.275709999999997,155.52700000000002,0.8,,
392,AGO,2016,29.2647,157.501,0.7,,
393,AGO,2017,28.051959999999998,160.841,0.6,,
394,AGO,2018,28.316709999999997,166.775,0.6,,
395,AGO,2019,28.021520000000002,174.547,,,
396,ARG,2000,14.47081,302.975,3.5,,
397,ARG,2005,13.612379999999998,271.46299999999997,3.6,,
398,ARG,2010,14.053729999999998,280.492,4.0,,
399,ARG,2011,14.526670000000001,284.377,4.1,,
400,ARG,2012,13.685429999999998,287.566,4.1,,
401,ARG,2013,15.069270000000001,292.842,4.2,,
402,ARG,2014,14.1147,294.994,4.1,,
403,ARG,2015,14.936739999999999,300.539,4.2,,
404,ARG,2016,14.451970000000001,300.487,4.1,,
405,ARG,2017,13.95186,289.129,3.9,,
406,ARG,2018,13.97303,282.033,3.8,,
407,ARG,2019,13.84671,281.20599999999996,,,
408,ARM,2000,31.619,820.372,1.1,,
409,ARM,2005,32.41865,1010.785,1.4,,
410,ARM,2010,36.200559999999996,1139.815,1.4,,
411,ARM,2011,40.79481,1139.519,1.6,,
412,ARM,2012,41.39294,1126.33,1.9,,
413,ARM,2013,39.19509,1096.9489999999998,1.8,,
414,ARM,2014,38.75478,1095.78,1.8,,
415,ARM,2015,38.11764,1115.201,1.7,,
416,ARM,2016,34.87167,1085.657,1.7,,
417,ARM,2017,35.55658,1067.0430000000001,1.8,,
418,ARM,2018,34.63884,1055.276,1.8,,
419,ARM,2019,34.24106,1045.64,,,
420,AZE,2000,25.15823,585.073,3.4,,
421,AZE,2005,23.78346,652.746,3.5,,
422,AZE,2010,25.841739999999998,775.925,2.6,,
423,AZE,2011,27.72685,790.1039999999999,2.9,,
424,AZE,2012,29.593220000000002,800.934,3.1,,
425,AZE,2013,29.047559999999997,806.205,3.1,,
426,AZE,2014,28.2887,812.58,3.2,,
427,AZE,2015,26.8159,807.873,3.2,,
428,AZE,2016,25.05773,801.539,3.2,,
429,AZE,2017,25.802970000000002,796.4110000000001,3.1,,
430,AZE,2018,25.88438,777.307,3.1,,
431,AZE,2019,26.269059999999996,783.148,,,
432,BHR,2000,62.37965,488.519,23.8,,
433,BHR,2005,65.85087,454.056,23.1,,
434,BHR,2010,63.2667,341.858,20.6,,
435,BHR,2011,64.82876,341.65,20.0,,
436,BHR,2012,67.4297,341.006,20.1,,
437,BHR,2013,63.572340000000004,340.13599999999997,21.5,,
438,BHR,2014,58.95891999999999,343.67199999999997,22.2,,
439,BHR,2015,65.71355,356.39599999999996,21.9,,
440,BHR,2016,61.123509999999996,358.152,20.8,,
441,BHR,2017,61.12047,364.223,20.0,,
442,BHR,2018,59.87996,369.722,19.2,,
443,BHR,2019,58.66163,381.29900000000004,,,
444,BGD,2000,53.80223,222.997,0.2,,
445,BGD,2005,55.14937,238.852,0.2,,
